Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Invoice
OD2974,Akash,Fruits & Veggies,Fresh Fruits,Krishnagiri,04-05-2018,West,892,0.34,240.84,Tamil Nadu,120734
OD8366,Akash,"Eggs, Meat & Fish",Fish,Vellore,04-05-2018,West,1676,0.24,636.88,Tamil Nadu,120734
OD958,Akash,"Eggs, Meat & Fish",Chicken,Perambalur,15-05-2018,West,1702,0.22,408.48,Tamil Nadu,120734
OD735,Arvind,Oil & Masala,Spices,Vellore,21-01-2018,West,2158,0.28,366.86,Tamil Nadu,120735
OD516,Arvind,"Eggs, Meat & Fish",Eggs,Bodi,22-01-2018,West,1381,0.24,151.91,Tamil Nadu,120735
OD4384,Arvind,Bakery,Biscuits,Krishnagiri,02-05-2018,West,733,0.29,183.25,Tamil Nadu,120735
OD3001,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,06-05-2018,West,1077,0.35,430.8,Tamil Nadu,120735
OD9718,Arvind,Food Grains,Dals & Pulses,Tirunelveli,09-05-2018,West,2288,0.15,228.8,Tamil Nadu,120735
OD4659,Arvind,Fruits & Veggies,Fresh Fruits,Coimbatore,08-06-2018,West,2061,0.27,370.98,Tamil Nadu,120735
OD9761,Arvind,Food Grains,Dals & Pulses,Chennai,03-07-2018,West,1143,0.13,434.34,Tamil Nadu,120735
OD764,Amrish,Beverages,Health Drinks,Nagercoil,13-01-2015,South,1401,0.31,462.33,Tamil Nadu,120764
OD8639,Amrish,Snacks,Noodles,Nagercoil,18-03-2015,South,983,0.14,226.09,Tamil Nadu,120764
OD9942,Amrish,Snacks,Cookies,Pudukottai,18-03-2015,South,1843,0.21,829.35,Tamil Nadu,120764
OD6398,Amrish,Bakery,Cakes,Theni,19-03-2015,South,1818,0.14,472.68,Tamil Nadu,120764
OD2532,Amrish,Oil & Masala,Spices,Salem,31-03-2015,South,640,0.23,102.4,Tamil Nadu,120764
OD6522,Amrish,Bakery,Breads & Buns,Ooty,09-05-2015,South,1904,0.19,171.36,Tamil Nadu,120764
OD996,Amrish,Fruits & Veggies,Fresh Vegetables,Theni,21-05-2015,South,575,0.34,132.25,Tamil Nadu,120764
OD765,Adavan,"Eggs, Meat & Fish",Chicken,Viluppuram,13-01-2015,South,1949,0.18,760.11,Tamil Nadu,120765
OD7460,Adavan,"Eggs, Meat & Fish",Mutton,Trichy,21-03-2015,South,2298,0.11,620.46,Tamil Nadu,120765
OD776,Arvind,Beverages,Health Drinks,Dharmapuri,30-01-2018,Central,825,0.17,255.75,Tamil Nadu,120776
OD5150,Arvind,"Eggs, Meat & Fish",Fish,Cumbum,03-03-2018,Central,595,0.35,178.5,Tamil Nadu,120776
OD2411,Arvind,Food Grains,Organic Staples,Ramanadhapuram,05-03-2018,Central,1621,0.23,697.03,Tamil Nadu,120776
OD1468,Arvind,Bakery,Breads & Buns,Kanyakumari,27-03-2018,Central,603,0.17,126.63,Tamil Nadu,120776
OD786,Adavan,"Eggs, Meat & Fish",Chicken,Dindigul,23-05-2016,South,704,0.26,154.88,Tamil Nadu,120786
OD7533,Adavan,Bakery,Biscuits,Pudukottai,08-06-2016,South,1178,0.26,58.9,Tamil Nadu,120786
OD813,Arutra,Bakery,Breads & Buns,Virudhunagar,13-10-2015,West,1259,0.24,415.47,Tamil Nadu,120813
OD7657,Arutra,Beverages,Health Drinks,Viluppuram,31-10-2015,West,2399,0.24,575.76,Tamil Nadu,120813
OD9615,Arutra,"Eggs, Meat & Fish",Eggs,Pudukottai,07-12-2015,West,705,0.21,190.35,Tamil Nadu,120813
OD4794,Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,08-12-2015,West,1482,0.3,652.08,Tamil Nadu,120813
OD1132,Arutra,Beverages,Soft Drinks,Karur,20-12-2015,West,1605,0.29,497.55,Tamil Nadu,120813
OD849,Adavan,Oil & Masala,Masalas,Salem,01-01-2018,East,1353,0.14,419.43,Tamil Nadu,120849
OD3730,Adavan,Bakery,Biscuits,Tenkasi,19-01-2018,East,1015,0.18,294.35,Tamil Nadu,120849
OD3594,Adavan,Snacks,Noodles,Salem,20-01-2018,East,531,0.32,169.92,Tamil Nadu,120849
OD3576,Adavan,Fruits & Veggies,Organic Fruits,Theni,28-02-2018,East,1311,0.23,301.53,Tamil Nadu,120849
OD3940,Adavan,Beverages,Soft Drinks,Pudukottai,07-03-2018,East,2058,0.19,905.52,Tamil Nadu,120849
OD859,Amrish,Bakery,Biscuits,Namakkal,10-04-2018,East,1141,0.34,148.33,Tamil Nadu,120859
OD1670,Amrish,Fruits & Veggies,Fresh Fruits,Vellore,08-05-2018,East,1330,0.15,518.7,Tamil Nadu,120859
OD6037,Amrish,Oil & Masala,Spices,Tenkasi,08-05-2018,East,2143,0.3,578.61,Tamil Nadu,120859
OD6316,Amrish,Snacks,Noodles,Perambalur,14-05-2018,East,1055,0.33,295.4,Tamil Nadu,120859
OD8170,Amrish,Bakery,Cakes,Pudukottai,08-07-2018,East,1148,0.3,459.2,Tamil Nadu,120859
OD9910,Amrish,Bakery,Breads & Buns,Viluppuram,21-07-2018,East,920,0.14,220.8,Tamil Nadu,120859
OD860,Anu,"Eggs, Meat & Fish",Mutton,Trichy,10-04-2018,East,2060,0.22,679.8,Tamil Nadu,120860
OD2496,Anu,Beverages,Health Drinks,Vellore,25-05-2018,East,1775,0.2,266.25,Tamil Nadu,120860
OD7342,Anu,Oil & Masala,Masalas,Kanyakumari,28-05-2018,East,758,0.1,75.8,Tamil Nadu,120860
OD9883,Anu,"Eggs, Meat & Fish",Eggs,Tenkasi,17-06-2018,East,2475,0.31,346.5,Tamil Nadu,120860
OD5063,Anu,Oil & Masala,Spices,Nagercoil,13-07-2018,East,2466,0.26,295.92,Tamil Nadu,120860
OD7173,Anu,Snacks,Cookies,Dindigul,02-09-2018,East,826,0.19,132.16,Tamil Nadu,120860
OD866,Adavan,"Eggs, Meat & Fish",Chicken,Kanyakumari,10-01-2015,South,1066,0.27,191.88,Tamil Nadu,120866
OD867,Arutra,"Eggs, Meat & Fish",Fish,Theni,10-01-2015,South,1330,0.31,119.7,Tamil Nadu,120867
OD767,Arutra,Snacks,Noodles,Nagercoil,13-01-2015,South,1903,0.11,666.05,Tamil Nadu,120867
OD7431,Arutra,Snacks,Cookies,Coimbatore,17-03-2015,South,1234,0.16,308.5,Tamil Nadu,120867
OD7920,Arutra,Beverages,Soft Drinks,Theni,19-03-2015,South,1253,0.24,438.55,Tamil Nadu,120867
OD7483,Arutra,Oil & Masala,Edible Oil & Ghee,Pudukottai,21-04-2015,South,1143,0.17,137.16,Tamil Nadu,120867
OD885,Amy,Snacks,Cookies,Namakkal,29-04-2015,East,804,0.3,64.32,Tamil Nadu,120885
OD1639,Amy,Food Grains,Organic Staples,Theni,04-06-2015,East,760,0.21,114,Tamil Nadu,120885
OD5362,Amy,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,21-06-2015,East,998,0.29,369.26,Tamil Nadu,120885
OD2143,Amy,Beverages,Health Drinks,Bodi,20-09-2015,East,2062,0.23,618.6,Tamil Nadu,120885
OD4844,Amy,"Eggs, Meat & Fish",Fish,Perambalur,20-09-2015,East,2399,0.29,1007.58,Tamil Nadu,120885
OD1589,Amy,Oil & Masala,Masalas,Chennai,22-09-2015,East,1975,0.1,829.5,Tamil Nadu,120885
OD944,Alan,Food Grains,Atta & Flour,Kanyakumari,29-05-2016,West,2135,0.15,704.55,Tamil Nadu,120944
OD4930,Alan,Fruits & Veggies,Fresh Fruits,Perambalur,20-06-2016,West,1616,0.31,517.12,Tamil Nadu,120944
OD3109,Alan,Beverages,Health Drinks,Tirunelveli,14-07-2016,West,1103,0.27,485.32,Tamil Nadu,120944
OD4526,Alan,Beverages,Soft Drinks,Coimbatore,27-08-2016,West,2215,0.16,708.8,Tamil Nadu,120944
OD337,Alan,Fruits & Veggies,Organic Vegetables,Nagercoil,01-09-2016,West,1094,0.26,415.72,Tamil Nadu,120944
OD7931,Alan,"Eggs, Meat & Fish",Mutton,Salem,06-09-2016,West,727,0.17,43.62,Tamil Nadu,120944
OD972,Amrish,Beverages,Health Drinks,Vellore,16-01-2015,East,990,0.11,237.6,Tamil Nadu,120972
OD8752,Amrish,Bakery,Biscuits,Dindigul,06-04-2015,East,701,0.29,126.18,Tamil Nadu,120972
OD4866,Amrish,Oil & Masala,Masalas,Vellore,08-05-2015,East,828,0.17,256.68,Tamil Nadu,120972
OD1039,Amrish,"Eggs, Meat & Fish",Mutton,Karur,09-08-2016,East,1123,0.23,505.35,Tamil Nadu,1201039
OD1266,Amrish,"Eggs, Meat & Fish",Fish,Tenkasi,24-08-2016,East,1888,0.2,320.96,Tamil Nadu,1201039
OD8151,Amrish,Fruits & Veggies,Fresh Vegetables,Karur,06-09-2016,East,1241,0.19,359.89,Tamil Nadu,1201039
OD3599,Amrish,Oil & Masala,Masalas,Trichy,12-09-2016,East,1614,0.12,161.4,Tamil Nadu,1201039
OD2482,Amrish,Bakery,Breads & Buns,Pudukottai,24-09-2016,East,2285,0.11,776.9,Tamil Nadu,1201039
OD1049,Esther,Bakery,Biscuits,Salem,20-09-2015,East,684,0.19,294.12,Tamil Nadu,1201049
OD1575,Esther,"Eggs, Meat & Fish",Mutton,Namakkal,20-09-2015,East,2224,0.15,511.52,Tamil Nadu,1201049
OD2147,Esther,Snacks,Noodles,Salem,14-10-2015,East,2309,0.31,946.69,Tamil Nadu,1201049
OD1259,Esther,Snacks,Cookies,Virudhunagar,31-10-2015,East,2062,0.15,144.34,Tamil Nadu,1201049
OD5066,Esther,Fruits & Veggies,Fresh Fruits,Theni,18-11-2015,East,1068,0.34,331.08,Tamil Nadu,1201049
OD2477,Esther,"Eggs, Meat & Fish",Fish,Vellore,26-11-2015,East,1399,0.3,475.66,Tamil Nadu,1201049
OD1074,Amy,Beverages,Health Drinks,Salem,21-10-2015,East,1137,0.15,466.17,Tamil Nadu,1201074
OD5341,Amy,Food Grains,Dals & Pulses,Bodi,14-12-2015,East,2041,0.16,142.87,Tamil Nadu,1201074
OD9363,Amy,Bakery,Cakes,Tenkasi,22-12-2015,East,2170,0.27,173.6,Tamil Nadu,1201074
OD3918,Amy,"Eggs, Meat & Fish",Eggs,Namakkal,26-12-2015,East,1039,0.17,467.55,Tamil Nadu,1201074
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,20-07-2015,West,1008,0.29,372.96,Tamil Nadu,1201109
OD3003,Arvind,Bakery,Breads & Buns,Salem,04-08-2015,West,1075,0.14,301,Tamil Nadu,1201109
OD3058,Arvind,"Eggs, Meat & Fish",Mutton,Tenkasi,04-08-2015,West,1565,0.28,469.5,Tamil Nadu,1201109
OD1114,Adavan,Food Grains,Atta & Flour,Dindigul,27-05-2018,West,2181,0.12,545.25,Tamil Nadu,1201114
OD3122,Adavan,Fruits & Veggies,Fresh Vegetables,Viluppuram,02-06-2018,West,2145,0.31,600.6,Tamil Nadu,1201114
OD8823,Adavan,Fruits & Veggies,Organic Vegetables,Bodi,11-06-2018,West,2379,0.3,785.07,Tamil Nadu,1201114
OD9669,Adavan,Bakery,Breads & Buns,Krishnagiri,25-06-2018,West,1409,0.13,352.25,Tamil Nadu,1201114
OD7795,Adavan,Beverages,Health Drinks,Tenkasi,17-08-2018,West,2353,0.12,611.78,Tamil Nadu,1201114
OD9539,Adavan,Food Grains,Rice,Krishnagiri,18-08-2018,West,1919,0.31,211.09,Tamil Nadu,1201114
OD4623,Adavan,Oil & Masala,Edible Oil & Ghee,Chennai,31-08-2018,West,2410,0.21,964,Tamil Nadu,1201114
OD1115,Amrish,"Eggs, Meat & Fish",Eggs,Karur,07-09-2018,West,1702,0.34,238.28,Tamil Nadu,1201115
OD276,Amrish,Bakery,Cakes,Pudukottai,16-09-2018,West,744,0.11,66.96,Tamil Nadu,1201115
OD6863,Amrish,Fruits & Veggies,Organic Vegetables,Karur,17-09-2018,West,2375,0.31,498.75,Tamil Nadu,1201115
OD8812,Amrish,Fruits & Veggies,Organic Fruits,Namakkal,28-09-2018,West,1808,0.25,452,Tamil Nadu,1201115
OD6877,Amrish,Snacks,Cookies,Viluppuram,20-10-2018,West,1090,0.13,305.2,Tamil Nadu,1201115
OD1120,Adavan,Fruits & Veggies,Organic Fruits,Kanyakumari,17-06-2017,West,2102,0.1,210.2,Tamil Nadu,1201120
OD2319,Adavan,Bakery,Breads & Buns,Kanyakumari,20-06-2017,West,1029,0.35,133.77,Tamil Nadu,1201120
OD1862,Adavan,Fruits & Veggies,Fresh Fruits,Virudhunagar,14-07-2017,West,872,0.12,69.76,Tamil Nadu,1201120
OD6188,Adavan,Food Grains,Dals & Pulses,Dindigul,18-07-2017,West,2353,0.11,188.24,Tamil Nadu,1201120
OD1833,Adavan,Food Grains,Rice,Chennai,15-08-2017,West,1932,0.2,193.2,Tamil Nadu,1201120
OD2555,Adavan,Food Grains,Organic Staples,Bodi,26-09-2017,West,2459,0.24,786.88,Tamil Nadu,1201120
OD1146,Aditi,Beverages,Health Drinks,Nagercoil,05-05-2018,West,2300,0.12,805,Tamil Nadu,1201146
OD8415,Aditi,Food Grains,Organic Staples,Tenkasi,09-05-2018,West,990,0.3,386.1,Tamil Nadu,1201146
OD8680,Aditi,Oil & Masala,Masalas,Coimbatore,30-05-2018,West,2386,0.33,835.1,Tamil Nadu,1201146
OD8818,Aditi,Bakery,Cakes,Ramanadhapuram,11-06-2018,West,860,0.19,352.6,Tamil Nadu,1201146
OD7666,Aditi,Fruits & Veggies,Organic Fruits,Karur,11-07-2018,West,1251,0.24,250.2,Tamil Nadu,1201146
OD1179,Arutra,"Eggs, Meat & Fish",Eggs,Trichy,16-03-2018,East,1940,0.35,232.8,Tamil Nadu,1201179
OD5049,Arutra,Oil & Masala,Masalas,Pudukottai,17-03-2018,East,1890,0.35,378,Tamil Nadu,1201179
